over,score,batsmen,bowler,comment,score_converted
7.1,0,Kane Williamson,Ravi Bishnoi ,"LEGGIE INTO THE ATTACK  full length ball, pitching on off stump, Kane Williamson plays a forward defensive shot, no run",0.0
6.5,0,Kane Williamson,Krunal Pandya ,"Good length ball, pitching on off stump, Kane Williamson plays a defensive back foot push, no run",0.0
6.3,1,Sai Sudharsan,Krunal Pandya ,"Good length ball, pitching on off stump, Sai Sudharsan plays a defensive forward push for a single",1.0
6.2,0,Sai Sudharsan,Krunal Pandya ,"Good length ball, pitching outside leg stump, Sai Sudharsan uncomfortably plays a defensive shot on back foot, no run, Appeal from the fielding side",0.0
6.1,0,Sai Sudharsan,Krunal Pandya ,"KRUNAL PANDYA INTO THE ATTACK good length ball, pitching on off stump, Sai Sudharsan plays a defensive back foot push, no run",0.0
5.5,0,Shubman Gill,Yash Thakur ,"Good length ball, pitching outside off stump, Shubman Gill plays a defensive forward push, no run",0.0
5.4,1,Sai Sudharsan,Yash Thakur ,"Short of good length ball, pitching outside off stump, Sai Sudharsan plays a defensive forward push for a single",1.0
5.2,4,Shubman Gill,Yash Thakur ,"BLASTED ONE short of good length ball, pitching outside off stump, Shubman Gill plays an aggressive cut shot sending it soaring over backward point for a boundary! The ball bisects the fielders, leaving them with no chance.",4.0
4.6,1,Sai Sudharsan,M Siddharth ,"Good length ball, pitching outside off stump, Sai Sudharsan plays an aggressive lofted on drive on the front foot for a single",1.0
4.6,3,Sai Sudharsan,M Siddharth ,"Good length ball, pitching outside off stump, Sai Sudharsan, skies his shot on the second free hit, but it's caught at deep mid-wicket. However, it doesn't matter as it's a free hit. ",3.0
4.5,1,Shubman Gill,M Siddharth ,"Good length ball, pitching on off stump, Shubman Gill plays a defensive forward push for a single",1.0
4.4,2,Sai Sudharsan,M Siddharth ,"Full length ball, pitching on off stump, Sai Sudharsan uncomfortably plays a sweep shot , 1 No-Ball, Overstepped again! ",2.0
4.3,1,Shubman Gill,M Siddharth ,"Good length ball, pitching outside off stump, Shubman Gill plays a defensive back foot push for a single",1.0
4.2,0,Shubman Gill,M Siddharth ,"Good length ball, pitching outside off stump, Shubman Gill plays a defensive back foot push, no run",0.0
4.1,1,Sai Sudharsan,M Siddharth ,"Good length ball, pitching outside off stump, Sai Sudharsan plays an aggressive pull shot on the back foot for a single",1.0
3.6,4,Shubman Gill,Mayank Yadav ,"NOW, THE SKIPPER JOINS IN  short of good length ball, pitching outside off stump, Shubman Gill With a sharp cut shot, he utilizes the pace of the ball to send it flying towards deep backward point for a four.",4.0
3.5,1,Sai Sudharsan,Mayank Yadav ,"Short of good length ball, pitching on leg stump, Sai Sudharsan plays an aggressive pull shot on the back foot for a single",1.0
3.4,4,Sai Sudharsan,Mayank Yadav ,"EXCELLENT USE OF THE WRISTS short of good length ball, pitching on leg stump, Sai Sudharsan adjusts quickly, using a flick shot to send the ball speeding along the ground towards deep square leg for another boundary.",4.0
3.3,0,Sai Sudharsan,Mayank Yadav ,"Short length ball, pitching outside leg stump, Sai Sudharsan offers no shot",0.0
3.2,0,Sai Sudharsan,Mayank Yadav ,"Short length ball, pitching on leg stump, Sai Sudharsan offers no shot",0.0
3.1,4,Sai Sudharsan,Mayank Yadav ,"SPEEDSTER INTO THE ATTACK & GREETED WITH A   good length ball, pitching on leg stump, Sai Sudharsan presents a full face of the bat and times the drive beautifully, sending the ball racing towards long-off for a well-deserved four.",4.0
2.5,1,Sai Sudharsan,M Siddharth ,"Good length ball, pitching on off stump, Sai Sudharsan plays an aggressive pull shot on the back foot for a single",1.0
2.3,0,Shubman Gill,M Siddharth ,"Good length ball, pitching on off stump, Shubman Gill plays a forward defensive shot, no run",0.0
2.2,0,Shubman Gill,M Siddharth ,"Good length ball, pitching on leg stump, Shubman Gill plays a defensive forward push, no run",0.0
1.6,4,Sai Sudharsan,Haq ,"HOLD THAT POSE  full length ball, pitching on off stump, Sai Sudharsan connects cleanly and times the shot beautifully. The ball races away to the long-off boundary for a well-deserved four.",4.0
1.5,2,Sai Sudharsan,Haq ,"Good length ball, pitching outside off stump, Sai Sudharsan plays a defensive forward push for 2 runs",2.0
1.4,4,Sai Sudharsan,Haq ,"EDGED BUT SAFE.. GOES FOR   good length ball, pitching on off stump, Sai Sudharsan leans in for a drive on the off-side. Unfortunately, he gets a thick outside edge on the bat. However, he benefits from the absence of a slip fielder, as the ball races away for a streaky boundary.  ",4.0
1.2,0,Shubman Gill,Haq ,"Short of good length ball, pitching outside off stump, Shubman Gill plays an aggressive cut shot and is beaten",0.0
1.1,2,Shubman Gill,Haq ,"NAVEEN UL-HAQ INTO THE ATTACK good length ball, pitching on off stump, Shubman Gill leg glances it for 2 runs",2.0
0.5,2,Sai Sudharsan,M Siddharth ,"Good length ball, pitching on off stump, Sai Sudharsan leg glances it, 2 wide(s) gets added to the extras",2.0
0.4,0,Sai Sudharsan,M Siddharth ,"Good length ball, pitching outside off stump, Sai Sudharsan leg glances it, no run",0.0
0.1,1,Sai Sudharsan,M Siddharth ,"IMPACT PLAYER INTO THE ATTACK  good length ball, pitching outside off stump, Sai Sudharsan plays a defensive forward push for a single",1.0
19.6,W,Jhye Richardson,Gerald Coetzee ," COMPLETE THE WIN! good length ball, pitching on off stump, Jhye Richardson skies the ball again, this time towards backward point. Rohit Sharma, anticipating the shot, moves forward and takes a simple catch, his 100th in IPL to seal a dramatic victory for Mumbai by 29 runs! WICKET Jhye Richardson c Rohit Sharma b Gerald Coetzee (Delhi Capitals 205 Runs for 8 wickets) That feeling of your first win of the season ????  A blockbuster batting and a collective bowling performance help Mumbai Indians get off the mark in #TATAIPL 2024 on a special day at home ????  Scorecard ? https://t.co/Ou3aGjpb7P #TATAIPL | #MIvDC pic.twitter.com/5UfqRnNxj4 — IndianPremierLeague (@IPL) April 7, 2024",8.0
19.4,W,Kumar Kushagra,Gerald Coetzee ,"COETZEE IS ON A HATTRICK NOW!  good length ball, pitching on off stump, Kumar Kushagra reaches deep inside his crease for a leg-side swing. Unfortunately, he connects with the outer half of the bat, skyrocketing the ball high in the covers region. Yashasvi Varma settles calmly under the high ball and pouches it safely, sending Kushagra back for a golden duck  WICKET Kumar Kushagra c Tilak Varma b Gerald Coetzee (Delhi Capitals 203 Runs for 7 wickets)",8.0
19.3,W,Lalit Yadav,Gerald Coetzee ,"SPEEDSTER TAKES SPEEDSTER  short of good length ball, pitching on leg stump, Lalit Yadav he miscues the shot, resulting in a top edge. Ishan Kishan displays outstanding reflexes, diving swiftly to his left and taking a sensational catch in the short fine leg region to dismiss Yadav.   WICKET Lalit Yadav c Ishan Kishan b Gerald Coetzee (Delhi Capitals 203 Runs for 6 wickets)",8.0
19.2,0,Lalit Yadav,Gerald Coetzee ,"Full length ball, pitching outside off stump, Lalit Yadav plays a forward defensive shot and is beaten",0.0
19.1,2,Lalit Yadav,Gerald Coetzee ,"Yorker ball, pitching on off stump, Lalit Yadav plays a defensive forward push for 2 runs",2.0
18.6,6,Tristan Stubbs,Romario Shepherd ,"STUBBS GOES BIG  short of good length ball, pitching on off stump, Tristan Stubbs executes a quick swivel shot, attempting a pull. The ball connects with the top edge of his bat, but due to the pace of the delivery, it sails majestically over the short fine leg fielder and over the ropes for a massive six!",6.0
18.5,1,Lalit Yadav,Romario Shepherd ,"Good length ball, pitching outside off stump, Lalit Yadav plays an aggressive cover drive on the front foot for a single",1.0
18.4,1,Axar Patel,Romario Shepherd ,"AXAR DEPARTS good length ball, pitching on off stump, Axar Patel mistimes his slog, sending the ball wide of long-on. Mohammad Nabi, patrolling the boundary, fields the ball brilliantly and throws it back to the wicketkeeper with lightning speed. Ishan Kishan, displaying sharp reflexes, collects the throw and dislodges the bails in a flash.   WICKET Axar Patel run out Mohammad Nabi (Delhi Capitals 194 Runs for 5 wickets)",1.0
18.3,1,Tristan Stubbs,Romario Shepherd ,"Good length ball, pitching outside off stump, Tristan Stubbs plays an aggressive cover drive on the front foot for a single",1.0
18.2,6,Tristan Stubbs,Romario Shepherd ,"GETS BACK TO BACK  full length ball, pitching on off stump, Tristan Stubbs takes his front leg out of the way and hoicks it over the cow corner region for another sixer.",6.0
18.1,6,Tristan Stubbs,Romario Shepherd ,"SMOKED AWAY  full length ball, pitching outside off stump, Tristan Stubbs manages to get underneath this one and smokes it straight back over the non-striker's head with a strong base for a six.",6.0
17.6,1,Tristan Stubbs,Jasprit Bumrah ,"Full toss ball, on off stump, Tristan Stubbs plays a defensive forward push for a single",1.0
17.5,1,Axar Patel,Jasprit Bumrah ,"Yorker ball, pitching on off stump, Axar Patel glides it for a single",1.0
17.4,4,Axar Patel,Jasprit Bumrah ,"ELUDED AWAY FOR   full toss ball, on leg stump, Axar Patel pounces on this scoring opportunity, driving the ball crisply through the covers region. Mohammed Nabi, stationed inside the circle, dives desperately to his right but is unable to get a hand on the speeding ball. The ball races away to the boundary",4.0
17.2,1,Axar Patel,Jasprit Bumrah ,"Full length ball, pitching on off stump, Axar Patel glides it for a single",1.0
17.1,0,Axar Patel,Jasprit Bumrah ,"Yorker ball, pitching on off stump, Axar Patel plays a defensive forward push, no run",0.0
16.6,2,Tristan Stubbs,Akash Madhwal ,"Full toss ball, on leg stump, Tristan Stubbs plays an aggressive pull shot on the front foot for 2 runs",2.0
16.5,1,Axar Patel,Akash Madhwal ,"Yorker ball, pitching on off stump, Axar Patel leg glances it for a single",1.0
16.4,0,Axar Patel,Akash Madhwal ,"Full length ball, pitching on off stump, Axar Patel plays a defensive forward push, no run",0.0
16.2,4,Tristan Stubbs,Akash Madhwal ,"SENSATIONAL FROM STUBBS  full toss ball, outside off stump, Tristan Stubbs gets down on one knee and unleashes a powerful drive. He connects beautifully, sending the ball racing away to the fence like a tracer bullet, finding the gap between covers and mid-off for another resounding FOUR!",4.0
16.2,7,Tristan Stubbs,Akash Madhwal ,"Full toss ball, on leg stump, Tristan Stubbs plays an aggressive front foot flick , 6 No-Ball",7.0
16.1,4,Tristan Stubbs,Akash Madhwal ,"SWITCH HIT FOR   full length ball, pitching on off stump, Tristan Stubbs quickly changes his stance and executes a deft reverse lap. The ball finds the gap perfectly over short third man, takes a single bounce, and races to the boundary for a well-deserved four.",4.0
15.6,W,Rishabh Pant,Gerald Coetzee ,"COETZEE GETS THE BIG FISH full length ball, pitching on off stump, Rishabh Pant tries to create room and whip the ball into the leg side, but he miscues his shot. The leading edge flies off the bat towards the covers, where Hardik Pandya displays excellent reflexes. He sprints to his right, dives forward, and takes a sensational catch to send Pant back to the pavilion.    WICKET Rishabh Pant c Hardik Pandya b Gerald Coetzee (Delhi Capitals 153 Runs for 4 wickets)",8.0
15.5,0,Rishabh Pant,Gerald Coetzee ,"Full length ball, pitching on off stump, Rishabh Pant plays a forward defensive shot, no run",0.0
15.4,1,Tristan Stubbs,Gerald Coetzee ,"Full length ball, pitching on leg stump, Tristan Stubbs plays a defensive forward push for a single",1.0
15.3,6,Tristan Stubbs,Gerald Coetzee ,"STUBBS KEEPING THE FIGHT ON full length ball, pitching on leg stump, Tristan Stubbs smartly removes his front leg, gets low to the ground, and slogs the ball powerfully into the leg side for a maximum",6.0
15.2,1,Rishabh Pant,Gerald Coetzee ,"Yorker ball, pitching on leg stump, Rishabh Pant plays the scoop for a single",1.0
14.5,0,Abishek Porel,Jasprit Bumrah ,"Full length ball, pitching outside off stump, Abishek Porel glides it and is beaten",0.0
14.4,4,Abishek Porel,Jasprit Bumrah ,"SCOOPED AWAY  full length ball, pitching on leg stump, Abishek Porel executes a perfectly timed scoop shot, sending the ball up and over the fine leg fielder for a delightful FOUR!",4.0
14.3,1,Tristan Stubbs,Jasprit Bumrah ,"Yorker ball, pitching on off stump, Tristan Stubbs uncomfortably plays a forward defensive shot for a single",1.0
14.2,1,Abishek Porel,Jasprit Bumrah ,"Yorker ball, pitching on off stump, Abishek Porel uncomfortably plays an aggressive lofted on drive on the front foot for a single",1.0
13.6,2,Tristan Stubbs,Romario Shepherd ,"Short of good length ball, pitching outside off stump, Tristan Stubbs plays an aggressive pull shot on the front foot for 2 runs",2.0
13.5,4,Tristan Stubbs,Romario Shepherd ,"IN THE GAP FOR   full length ball, pitching on off stump, Tristan Stubbs doesn't hesitate – he meets the ball with a powerful front-foot drive, clubbing it down the ground. The ball rockets over the umpire's head, finding the gap perfectly between mid-off and mid-on for a resounding FOUR!",4.0
13.4,1,Abishek Porel,Romario Shepherd ,"Full length ball, pitching outside off stump, Abishek Porel plays a defensive forward push for a single",1.0
13.3,1,Tristan Stubbs,Romario Shepherd ,"Yorker ball, pitching on off stump, Tristan Stubbs plays a defensive forward push for a single",1.0
13.1,1,Abishek Porel,Romario Shepherd ,"Good length ball, pitching on off stump, Abishek Porel cuts it late for a single",1.0
12.6,0,Tristan Stubbs,Piyush Chawla ,"Good length ball, pitching on off stump, Tristan Stubbs plays a defensive forward push, no run",0.0
12.3,1,Tristan Stubbs,Piyush Chawla ,"Good length ball, pitching on off stump, Tristan Stubbs plays a defensive back foot push for a single",1.0
12.2,6,Tristan Stubbs,Piyush Chawla ,"STUBBS BRINGS THE MOMENTUM BACK full length ball, pitching on off stump, Tristan Stubbs dropped to one knee and unleashed a ferocious slog sweep. He absolutely smashed the ball, hitting the sweet spot of the bat. The fielder at long-on, Tilak, jumped valiantly but could only get a touch on the ball before it sailed majestically over the ropes for a monstrous SIX!",6.0
12.1,2,Tristan Stubbs,Piyush Chawla ,"Full length ball, pitching on off stump, Tristan Stubbs plays a defensive forward push for 2 runs",2.0
11.5,W,Prithvi Shaw,Jasprit Bumrah ,"YORKED ,TOE- CRUSHING yorker ball, pitching on leg stump, Prithvi Shaw with no room for maneuver. He's late in getting his bat down and can only watch in disbelief as the yorker crashes into the base of his leg stump, dislodging the bails. A fantastic delivery by Bumrah, a crucial wicket for Mumbai  WICKET Prithvi Shaw b Jasprit Bumrah (Delhi Capitals 110 Runs for 2 wickets) ???????????????? ???? ???????? ???????????????????????? ????  Just Bumrah doing Bumrah things ???????  Watch the match LIVE on @starsportsindia and @JioCinema ????????#TATAIPL | #MIvDC pic.twitter.com/rO1Hnqd3Od — IndianPremierLeague (@IPL) April 7, 2024",8.0
11.4,1,Abishek Porel,Jasprit Bumrah ,"Yorker ball, pitching outside off stump, Abishek Porel plays a defensive forward push for a single",1.0
11.3,0,Abishek Porel,Jasprit Bumrah ,"Full length ball, pitching outside off stump, Abishek Porel plays a defensive forward push, no run",0.0
11.2,1,Prithvi Shaw,Jasprit Bumrah ,"Full length ball, pitching on middle stump, Prithvi Shaw plays an aggressive front foot flick for a single",1.0
11.1,1,Abishek Porel,Jasprit Bumrah ,"BOOM BOOM COMES BACK full length ball, pitching on off stump, Abishek Porel plays a defensive forward push for a single",1.0
10.6,1,Abishek Porel,Akash Madhwal ,"Good length ball, pitching outside off stump, Abishek Porel uncomfortably plays a defensive forward push for a single",1.0
10.5,4,Abishek Porel,Akash Madhwal ,"IN THE GAP FOR    good length ball, pitching outside off stump, Abishek Porel, carving the ball beautifully behind square on the off side. The ball finds the gap perfectly between gully and backward point, racing away to the boundary for another delightful",4.0
10.3,1,Abishek Porel,Akash Madhwal ,"Full length ball, pitching outside off stump, Abishek Porel aggressively plays a square drive on the front foot for a single",1.0
10.1,4,Abishek Porel,Akash Madhwal ,"OOOPS THAT'S LUCKY  full length ball, pitching on off stump, Abishek Porel reading the line and length perfectly, clears his front leg and cracks a powerful shot down the ground. The ball hangs in the air for a while, but Nabi's misjudgment at long-on allows it to bounce over the ropes for a FOUR!",4.0
9.6,6,Prithvi Shaw,Mohammad Nabi ,"SHAW SMASHES  full length ball, pitching on leg stump, Prithvi Shaw effortlessly slogs the ball over square leg for a maximum! The fielder at deep square leg makes a desperate leap but in vain – the ball sails comfortably over his outstretched hands.",6.0
9.5,0,Prithvi Shaw,Mohammad Nabi ,"Full length ball, pitching on off stump, no run",0.0
9.4,1,Abishek Porel,Mohammad Nabi ,"Short of good length ball, pitching on leg stump, Abishek Porel leg glances it for a single",1.0
9.1,1,Prithvi Shaw,Mohammad Nabi ,"Full toss ball, outside off stump, Prithvi Shaw plays a defensive forward push for a single",1.0
8.6,4,Abishek Porel,Gerald Coetzee ,"POREL POWERS THROUGH  full length ball, pitching on middle stump, Abishek Porel low, uses the pace of the ball, and smashes it straight back over the bowler's head for a resounding FOUR!",4.0
8.5,1,Prithvi Shaw,Gerald Coetzee ,"Short of good length ball, pitching outside off stump, Prithvi Shaw plays a defensive back foot push for a single",1.0
8.4,4,Prithvi Shaw,Gerald Coetzee ,"  SHAW IS ON  short of good length ball, pitching outside off stump, Prithvi Shaw extends his reach and cuts the ball beautifully over backward point for another convincing FOUR!",4.0
8.3,4,Prithvi Shaw,Gerald Coetzee ,"SHAW TURNING THE HEAT UP  short of good length ball, pitching outside off stump, Prithvi Shaw swivels and pulls a short ball on the body with controlled power behind square on the leg side for a boundary. BRINGS UP HIS HALF CENTURY! Half century for Prithvi Shaw ????  The fifty partnership is up for the 2nd wicket and the chase is alive for the @DelhiCapitals ????  Follow the Match ?? https://t.co/Ou3aGjoDih#TATAIPL | #MIvDC pic.twitter.com/CCZsyGfjGS — IndianPremierLeague (@IPL) April 7, 2024",4.0
8.2,1,Abishek Porel,Gerald Coetzee ,"Good length ball, pitching on off stump, Abishek Porel plays an aggressive cut shot for a single",1.0
8.1,1,Prithvi Shaw,Gerald Coetzee ,"Good length ball, pitching outside off stump, Prithvi Shaw plays a defensive forward push for a single",1.0
7.4,4,Prithvi Shaw,Piyush Chawla ,"SHAW 'S ON THE ATTACK MODE  short of good length ball, pitching outside off stump, Prithvi Shaw created room for himself and cut the ball elegantly through the gap between backward point and short third man for a delightful FOUR!",4.0
7.3,6,Prithvi Shaw,Piyush Chawla ,"SLOGGED AWAY   good length ball, pitching on off stump, Prithvi Shaw connected beautifully, sending the ball soaring high and handsome over the cow corner fence for a magnificent SIX!",6.0
7.2,1,Abishek Porel,Piyush Chawla ,"Good length ball, pitching on leg stump, Abishek Porel leg glances it for a single",1.0
7.1,0,Abishek Porel,Piyush Chawla ,"SPIN FORM BOTH ENDS good length ball, pitching on off stump, Abishek Porel plays a defensive back foot push, no run",0.0
6.6,2,Prithvi Shaw,Mohammad Nabi ,"Good length ball, pitching outside off stump, Prithvi Shaw plays an aggressive pull shot on the front foot for 2 runs",2.0
6.5,1,Abishek Porel,Mohammad Nabi ,"Good length ball, pitching outside off stump, Abishek Porel plays a defensive shot on back foot for a single",1.0
6.4,1,Prithvi Shaw,Mohammad Nabi ,"Good length ball, pitching outside off stump, Prithvi Shaw plays a defensive forward push for a single, 50 UP FOR ",1.0
6.3,1,Abishek Porel,Mohammad Nabi ,"Full length ball, pitching on off stump, Abishek Porel plays a defensive forward push for a single",1.0
6.2,1,Prithvi Shaw,Mohammad Nabi ,"Good length ball, pitching outside off stump, Prithvi Shaw plays a defensive back foot push for a single",1.0
6.1,1,Abishek Porel,Mohammad Nabi ,"NABI TO OPEN HIS ACCOUNT IN IPL  good length ball, pitching on off stump, Abishek Porel plays a defensive forward push for a single",1.0
5.5,4,Abishek Porel,Romario Shepherd ,"GLIDED AWAY FOR   good length ball, pitching outside off stump, Abishek Porel opens the face of the bat with a deft touch, guiding the ball perfectly past the diving fielder at short third man. The ball races away to the boundary for a delightful FOUR!",4.0
5.2,0,Prithvi Shaw,Romario Shepherd ,"Short of good length ball, pitching outside off stump, Prithvi Shaw plays a defensive back foot push, no run",0.0
5.1,4,Prithvi Shaw,Romario Shepherd ,"IN THE AIR BUT SAFE AND GOES TO THE ROPES short of good length ball, pitching outside off stump, Prithvi Shaw swings his bat powerfully for a pull shot. While he doesn't connect perfectly, he still manages to get enough bat on the ball to clear the fielder at mid-on. for four !  ",4.0
4.5,0,Abishek Porel,Akash Madhwal ,"Good length ball, pitching on middle stump, Abishek Porel plays a defensive forward push, no run",0.0
4.3,4,Prithvi Shaw,Akash Madhwal ,"GETS BACK--BACK short of good length ball, pitching outside off stump, Prithvi Shaw lears his front leg, and swivels across the crease with a controlled pull shot. He finds the gap perfectly in front of square leg, where the fielder is absent. The ball races away to the boundary for another well-deserved FOUR!",4.0
4.2,4,Prithvi Shaw,Akash Madhwal ,"THAT'S CHEEKY  short length ball, pitching outside off stump, Prithvi Shaw leaps into the crease, reaches out for the ball with a powerful uppercut, and times it beautifully. The ball rockets over the wicket-keeper's head, takes a single bounce, and races away to the boundary for a spectacular FOUR!",4.0
4.1,0,Prithvi Shaw,Akash Madhwal ,"Short of good length ball, pitching outside off stump, Prithvi Shaw plays an aggressive pull shot on the front foot, straight to the fielder",0.0
3.5,1,Abishek Porel,Romario Shepherd ,"Good length ball, pitching outside off stump, Abishek Porel plays a defensive back foot push for a single",1.0
3.4,W,David Warner,Romario Shepherd ,"ROMARIO STRIKES AGAIN... WITH THE BALL good length ball, pitching outside off stump, David Warner lunges forward and tries to play the drive early, making contact with the lower part of the bat. The ball lobs high in the air without much distance. Hardik Pandya, stationed at mid-on, doesn't need to move an inch as he calmly pouches the simple catch.   WICKET David Warner c Hardik Pandya b Romario Shepherd (Delhi Capitals 22 Runs for 1 wickets) Fantastic Reply ????  First with the bat, and now with the ball ????  Romario Shepherd is having a special day on a special occasion ????????  Watch the match LIVE on @starsportsindia and @JioCinema ????????#TATAIPL | #MIvDC pic.twitter.com/1UliBrOJ8M — IndianPremierLeague (@IPL) April 7, 2024",8.0
3.3,6,David Warner,Romario Shepherd ,"DEPOSITED INTO THE STANDS good length ball, pitching on leg stump, David Warner adapting beautifully, dropped to his knee and swung across the line with a powerful flick. He connected perfectly, sending the ball soaring over the backward square leg boundary for a massive SIX!",6.0
3.2,1,Prithvi Shaw,Romario Shepherd ,"Short of good length ball, pitching outside off stump, Prithvi Shaw uncomfortably plays an aggressive pull shot on the front foot for a single",1.0
3.1,0,Prithvi Shaw,Romario Shepherd ,"ROMARIO INTO THE ATTACK short of good length ball, pitching outside off stump, Prithvi Shaw glides it, no run",0.0
2.6,0,David Warner,Akash Madhwal ,"Short of good length ball, pitching outside leg stump, David Warner plays an aggressive pull shot on the front foot, straight to the fielder",0.0
2.5,4,David Warner,Akash Madhwal ,"OFF THE MARK WITH A   full length ball, pitching on middle stump, David Warner confidently clears his front leg, waits for the ball to arrive, and lofts it beautifully over the midwicketfor 4 runs",4.0
2.4,0,David Warner,Akash Madhwal ,"Good length ball, pitching outside leg stump, David Warner uncomfortably plays an aggressive pull shot on the back foot, no run",0.0
2.3,0,David Warner,Akash Madhwal ,"Yorker ball, pitching on off stump, David Warner plays a defensive forward push, no run",0.0
2.2,0,David Warner,Akash Madhwal ,"Short of good length ball, pitching on off stump, David Warner plays a defensive forward push and is beaten",0.0
2.1,0,David Warner,Akash Madhwal ,"IMPACT PLAYER INTO THE ATTACK good length ball, pitching on middle stump, David Warner uncomfortably plays an aggressive square drive on back foot, no run",0.0
1.6,0,Prithvi Shaw,Jasprit Bumrah ,"Short of good length ball, pitching outside off stump, Prithvi Shaw glides it, no run",0.0
1.5,0,Prithvi Shaw,Jasprit Bumrah ,"Short length ball, pitching on off stump, Prithvi Shaw offers no shot",0.0
1.4,4,Prithvi Shaw,Jasprit Bumrah ,"GOOD SHAW-T  short of good length ball, pitching on middle stump, Prithvi Shaw guiding the ball with a delicate flick through the fine leg region for a crunching four",4.0
1.3,0,Prithvi Shaw,Jasprit Bumrah ,"Yorker ball, pitching outside off stump, Prithvi Shaw uncomfortably glides it, no run",0.0
1.1,0,Prithvi Shaw,Jasprit Bumrah ,"BOOM BOOM FROM THE OTHER END short of good length ball, pitching outside off stump, Prithvi Shaw glides it, no run",0.0
0.6,1,Prithvi Shaw,Gerald Coetzee ,"Full length ball, pitching on off stump, Prithvi Shaw plays an aggressive on drive on the front foot for a single",1.0
0.5,0,Prithvi Shaw,Gerald Coetzee ,"Good length ball, pitching on off stump, Prithvi Shaw plays a defensive forward push, no run",0.0
0.4,0,Prithvi Shaw,Gerald Coetzee ,"Short of good length ball, pitching outside off stump, Prithvi Shaw plays a defensive shot on back foot, no run",0.0
0.3,0,Prithvi Shaw,Gerald Coetzee ,"Good length ball, pitching on off stump, Prithvi Shaw plays a forward defensive shot, no run",0.0
0.2,6,Prithvi Shaw,Gerald Coetzee ,"GOOD START FOR  good length ball, pitching outside off stump, Prithvi Shaw throws his hands at it, uses his wrists with great power, and slashes the ball hard over the slip cordon. The flat hit sails majestically for a maximum",6.0
0.1,0,Prithvi Shaw,Gerald Coetzee ,"COETZEE WITH THE NEW BALL short of good length ball, pitching outside off stump, Prithvi Shaw uncomfortably plays a defensive shot on back foot, no run",0.0
19.1,6,Jos Buttler,Cameron Green ,"BUTTLER DOES THE JOB. WHAT A WAY TO GET TO 100 short of good length ball, pitching outside off stump, Jos Buttler shuffles across the crease slightly, clears his front leg, and with a powerful swing of his bat, dispatches the cherry high and mighty over the mid-wicket fence for a maximum! A six to get to a very special hundred in his 100th game!   RR get a convincing six-wicket victory. A remarkable display of batting brilliance from the Rajasthan Royals! 4? wins in 4? matches for the @rajasthanroyals ????  And with that victory, the move to the ???? of the Points Table ????????  Scorecard ?? https://t.co/IqTifedScU#TATAIPL | #RRvRCB pic.twitter.com/cwrUr2vmJN — IndianPremierLeague (@IPL) April 6, 2024",6.0
18.6,1,Jos Buttler,Mohammed Siraj ,"Short length ball, pitching outside off stump, Jos Buttler uncomfortably plays an aggressive pull shot on the back foot for a single",1.0
18.5,1,Shimron Hetmyer,Mohammed Siraj ,"Yorker ball, pitching on leg stump, Shimron Hetmyer plays an aggressive on drive on the front foot for a single",1.0
18.5,1,Shimron Hetmyer,Mohammed Siraj ,"Short length ball, pitching on off stump, Shimron Hetmyer offers no shot, 1 wide(s) gets added to the extras",1.0
18.4,4,Shimron Hetmyer,Mohammed Siraj ,"BOOMING FOUR! short length ball, pitching on off stump, Shimron Hetmyer waits patiently for the short ball to arrive, then unleashes a powerful pull shot with exceptional use of his bottom hand. The ball rockets high in the air, causing a moment of panic for the converging fielders. But they can't get close enough, and the ball bounces once before racing past them to the boundary",4.0
18.3,1,Jos Buttler,Mohammed Siraj ,"Full length ball, pitching on off stump, Jos Buttler plays an aggressive off drive on the front foot for a single",1.0
18.2,0,Jos Buttler,Mohammed Siraj ,"Short length ball, pitching outside off stump, Jos Buttler plays an upper cut and is beaten",0.0
18.1,0,Jos Buttler,Mohammed Siraj ,"SIRAJ FOR THE PENULTIMATE OVER yorker ball, pitching outside off stump, Jos Buttler plays an aggressive cut shot and is beaten",0.0
17.6,1,Jos Buttler,Cameron Green ,"Short of good length ball, pitching outside off stump, Jos Buttler plays an aggressive pull shot on the back foot for a single",1.0
17.5,0,Jos Buttler,Cameron Green ,"Good length ball, pitching outside off stump, Jos Buttler plays an aggressive cut shot and is beaten",0.0
17.4,2,Jos Buttler,Cameron Green ,"Full length ball, pitching on off stump, Jos Buttler plays an aggressive on drive on the front foot for 2 runs",2.0
17.3,1,Shimron Hetmyer,Cameron Green ,"Good length ball, pitching outside off stump, Shimron Hetmyer plays an aggressive on drive off the back foot for a single",1.0
17.2,0,Shimron Hetmyer,Cameron Green ,"Good length ball, pitching outside off stump, Shimron Hetmyer plays a defensive back foot push, no run",0.0
17.1,1,Jos Buttler,Cameron Green ,"CAM GREEN BACK WITH THE BALL  good length ball, pitching on off stump, Jos Buttler plays a defensive forward push for a single",1.0
16.6,4,Shimron Hetmyer,Reece Topley ,"GLIMMER OF HOPE FOR RR  short length ball, pitching outside off stump, Shimron Hetmyer with a powerful pull shot, he finds the gap between deep square leg and deep mid-wicket, sending the ball racing to the boundary.",4.0
16.4,1,Shimron Hetmyer,Reece Topley ,"Full length ball, pitching on off stump, Shimron Hetmyer plays a defensive forward push for a single",1.0
