,over,score,batsmen,bowler,comment
4858,6.3,1, Kane Williamson,Ravindra Jadeja ,"Good length ball, pitching outside off stump, Kane Williamson plays a defensive forward push for a single"
4859,6.1,0, Kane Williamson,Ravindra Jadeja ,"Good length ball, pitching outside off stump, Kane Williamson plays a defensive shot on back foot and is beaten"
4860,5.6,W, Rahul Tripathi, Mukesh Choudhary ,"Short of good length ball, pitching on leg stump, Rahul Tripathi looks to uppercut this but doesn't get the required elevation and goes straight to Simarjeet Singh at short third man."
4861,5.5,W, Abhishek Sharma, Mukesh Choudhary ,"Short length ball, pitching outside off stump, Abhishek Sharma looks to loft this over long-on but doesn't get it off the middle of the bat and Pretorius runs in from the boundary to take the catch."
4862,5.4,2, Abhishek Sharma,Mukesh Choudhary ,"Short length ball, pitching outside off stump, Abhishek Sharma steps down and plays an aggressive lofted cover drive for 2 runs"
4863,5.3,2, Abhishek Sharma,Mukesh Choudhary ,"Short of good length ball, pitching outside off stump, Abhishek Sharma plays a slog shot for 2 runs"
4864,5.2,1, Kane Williamson,Mukesh Choudhary ,"Short of good length ball, pitching outside off stump, Kane Williamson glides it for a single"
4865,5.1,1, Abhishek Sharma,Mukesh Choudhary ,"Short of good length ball, pitching outside off stump, Abhishek Sharma plays a defensive back foot push for a single"
4866,4.6,0, Kane Williamson,Maheesh Theekshana ,"Good length ball, pitching outside off stump, Kane Williamson plays a defensive back foot push, no run"
4867,4.5,1, Abhishek Sharma,Maheesh Theekshana ,"Full length ball, pitching on off stump, Abhishek Sharma plays an aggressive cover drive on the front foot for a single"
4868,4.4,2, Abhishek Sharma,Maheesh Theekshana ,"Good length ball, pitching outside off stump, Abhishek Sharma uncomfortably plays a slog shot for 2 runs"
4869,4.3,1, Kane Williamson,Maheesh Theekshana ,"Full toss ball, on off stump, Kane Williamson plays an aggressive on drive on the front foot for a single"
4870,4.2,1, Abhishek Sharma,Maheesh Theekshana ,"Good length ball, pitching outside leg stump, Abhishek Sharma plays a defensive forward push for a single"
4871,4.1,1, Kane Williamson,Maheesh Theekshana ,"Good length ball, pitching on leg stump, Kane Williamson plays an aggressive on drive on the front foot for a single"
4872,3.6,4, Abhishek Sharma,Simarjeet Singh ,"Good length ball, pitching outside off stump, Abhishek Sharma comes down and edges this ball in the gap of the keeper and short third man!"
4873,3.5,1, Kane Williamson,Simarjeet Singh ,"Short length ball, pitching on off stump, Kane Williamson plays an aggressive pull shot on the front foot for a single"
4874,3.4,1, Abhishek Sharma,Simarjeet Singh ,"Short of good length ball, pitching on off stump, Abhishek Sharma leg glances it for a single"
4875,3.3,4, Abhishek Sharma,Simarjeet Singh ,"Short length ball, pitching on leg stump, Abhishek Sharma gets the edge attempting a glide and this ball gets over the leaping short third man fielder!"
4876,3.2,0, Abhishek Sharma,Simarjeet Singh ,"Good length ball, pitching outside off stump, Abhishek Sharma plays an aggressive lofted cover drive on the front foot and is beaten"
4877,3.1,0, Abhishek Sharma,Simarjeet Singh ,"Full length ball, pitching outside off stump, Abhishek Sharma plays an aggressive lofted off drive on the front foot and is beaten"
4878,2.6,1, Abhishek Sharma,Mitchell Santner ,"Good length ball, pitching on leg stump, Abhishek Sharma plays an aggressive on drive off the back foot for a single"
4879,2.5,0, Abhishek Sharma, Mitchell Santner ,"Good length ball, pitching outside off stump, Abhishek Sharma strikes this ball in the air towards mid-off and the Mukesh Choudhary drops this sitter!"
4880,2.4,6, Abhishek Sharma,Mitchell Santner ,"Good length ball, pitching outside off stump, Abhishek Sharma leans forward and lofts this over covers!"
4881,2.3,0, Abhishek Sharma,Mitchell Santner ,"Short of good length ball, pitching on off stump, Abhishek Sharma plays a defensive back foot push, no run"
4882,2.2,4, Abhishek Sharma,Mitchell Santner ,"Full length ball, pitching outside leg stump, Abhishek Sharma gets the ball wide and he sweeps it fine for a four!"
4883,2.1,1, Kane Williamson,Mitchell Santner ,"Good length ball, pitching on off stump, Kane Williamson plays an aggressive off drive on the front foot for a single"
4884,1.6,0, Abhishek Sharma,Simarjeet Singh ,"Good length ball, pitching on leg stump, Abhishek Sharma plays a defensive forward push, no run"
4885,1.5,1, Kane Williamson,Simarjeet Singh ,"Short of good length ball, pitching outside off stump, Kane Williamson plays an aggressive pull shot on the front foot for a single"
4886,1.4,6, Kane Williamson, Simarjeet Singh ,"Short of good length ball, pitching outside off stump, Kane Williamson swivels around and pulls this ball over deep mid-wicket!"
4887,1.4,2, Abhishek Sharma,Simarjeet Singh ,"Short length ball, pitching on leg stump, Abhishek Sharma plays an aggressive pull shot on the front foot , 1 No-Ball"
4888,1.3,1, Kane Williamson,Simarjeet Singh ,"Good length ball, pitching outside off stump, Kane Williamson glides it for a single"
4889,1.2,4, Kane Williamson,Simarjeet Singh ,"Short of good length ball, pitching outside off stump, Kane Williamson gets the width and he slashes it in the void of point and short third man!"
4890,1.1,0, Kane Williamson,Simarjeet Singh ,"Short of good length ball, pitching outside off stump, Kane Williamson plays a defensive back foot push, no run"
4891,0.6,4, Abhishek Sharma, Mukesh Choudhary ,"Short length ball, pitching outside off stump, Abhishek Sharma hauls this ball to the deep mid-wicket region!"
4892,0.5,4, Abhishek Sharma,Mukesh Choudhary ,"Good length ball, pitching outside off stump, Abhishek Sharma provides the full face of the bat and lofts this over mid-off!"
4893,0.4,1, Kane Williamson,Mukesh Choudhary ,"Short of good length ball, pitching on leg stump, Kane Williamson uncomfortably plays an aggressive pull shot on the front foot for a single"
4894,0.3,1, Abhishek Sharma,Mukesh Choudhary ,"Short of good length ball, pitching outside off stump, Abhishek Sharma glides it for a single"
4895,0.2,0, Abhishek Sharma,Mukesh Choudhary ,"Short of good length ball, pitching outside off stump, Abhishek Sharma offers no shot"
4896,19.1,W, Kieron Pollard,Kuldeep Sen ,"Short length ball, pitching on leg stump, Kieron Pollard drags this ball towards deep fine leg and the fielder dives forwards to complete this catch! WICKET!! Kieron Pollard c Daryl Mitchell b Kuldeep Sen (Mumbai Indians 155 Runs for 5 wickets)"
4897,18.6,1, Kieron Pollard,Prasidh Krishna ,"Short of good length ball, pitching outside off stump, Kieron Pollard plays an aggressive pull shot on the front foot for a single"
4898,18.5,0, Kieron Pollard,Prasidh Krishna ,"Short of good length ball, pitching outside off stump, Kieron Pollard plays an aggressive pull shot on the front foot, straight to the fielder"
4899,18.4,2, Kieron Pollard,Prasidh Krishna ,"Full length ball, pitching outside off stump, Kieron Pollard uncomfortably plays an aggressive lofted cover drive on the front foot for 2 runs"
4900,18.3,2, Kieron Pollard,Prasidh Krishna ,"Full length ball, pitching on off stump, Kieron Pollard lofts this ball just to the left of Ashwin at short mid-wicket, and the brilliant work from Boult at deep saves 2 runs!"
4901,18.2,2, Kieron Pollard,Prasidh Krishna ,"Good length ball, pitching outside off stump, Kieron Pollard plays an aggressive lofted cover drive on the front foot for 2 runs"
4902,18.1,1, Tim David,Prasidh Krishna ,"Short length ball, pitching outside off stump, Tim David plays an aggressive pull shot on the front foot for a single"
4903,17.6,1, Tim David,Kuldeep Sen ,"Good length ball, pitching on off stump, Tim David plays an aggressive on drive on the front foot for a single"
4904,17.5,1, Kieron Pollard,Kuldeep Sen ,"Short of good length ball, pitching on leg stump, Kieron Pollard plays an aggressive pull shot on the back foot for a single"
4905,17.4,1, Tim David,Kuldeep Sen ,"Short of good length ball, pitching on leg stump, Tim David plays an aggressive front foot flick for a single"
4906,17.4,1, Tim David,Kuldeep Sen ,"Full length ball, pitching outside leg stump, Tim David leg glances it, 1 wide(s) gets added to the extras"
4907,17.3,4, Tim David, Kuldeep Sen ,"Short of good length ball, pitching outside off stump, Tim David slaps this ball hard and over covers!"
4908,17.2,4, Tim David, Kuldeep Sen ,"Good length ball, pitching outside off stump, Tim David attempts to go downtown but the inside carries this ball past the keeper!"
4909,17.1,1, Kieron Pollard,Kuldeep Sen ,"Good length ball, pitching on leg stump, Kieron Pollard uncomfortably plays a defensive shot on back foot, 1 leg bye(s) gets added to the extras"
4910,16.6,1, Kieron Pollard,Yuzvendra Chahal ,"Good length ball, pitching on leg stump, Kieron Pollard plays a defensive back foot push for a single"
4911,16.5,0, Kieron Pollard,Yuzvendra Chahal ,"Good length ball, pitching on off stump, Kieron Pollard plays a defensive shot on back foot and is beaten"
4912,16.4,1, Tim David,Yuzvendra Chahal ,"Good length ball, pitching on off stump, Tim David plays a defensive back foot push for a single"
4913,16.3,6, Tim David,Yuzvendra Chahal ,"Good length ball, pitching on off stump, Tim David gets a tossed up googly and he flogs this ball to the second tier of long-on!"
4914,16.2,1, Kieron Pollard,Yuzvendra Chahal ,"Good length ball, pitching on leg stump, Kieron Pollard plays a forward defensive shot for a single"
4915,16.1,1, Tim David,Yuzvendra Chahal ,"Good length ball, pitching outside off stump, Tim David plays an aggressive off drive on the back foot for a single"
4916,15.6,0, Kieron Pollard,Prasidh Krishna ,"Short of good length ball, pitching on off stump, Kieron Pollard plays a forward defensive shot, no run"
4917,15.6,1, Kieron Pollard,Prasidh Krishna ,"Good length ball, pitching outside leg stump, Kieron Pollard offers no shot, 1 wide(s) gets added to the extras"
4918,15.5,0, Kieron Pollard,Prasidh Krishna ,"Short length ball, pitching on off stump, Kieron Pollard offers no shot"
4919,15.4,0, Kieron Pollard,Prasidh Krishna ,"Short of good length ball, pitching outside off stump, Kieron Pollard uncomfortably plays a forward defensive shot, no run"
4920,15.3,1, Tim David,Prasidh Krishna ,"Short of good length ball, pitching outside off stump, Tim David plays a defensive back foot push for a single"
4921,15.2,W, Tilak Varma, Prasidh Krishna ,"Full length ball, pitching outside off stump, Tilak Varma whips this ball, but it gets the bottom of the bat and sails over to long-on fielder's hands!  WICKET!! Tilak Varma c Riyan Parag b Prasidh Krishna (Mumbai Indians 122 Runs for 4 wickets)"
4922,15.1,0, Tilak Varma,Prasidh Krishna ,"Short of good length ball, pitching outside off stump, Tilak Varma uncomfortably plays a defensive shot on back foot, no run"
4923,14.6,W, Suryakumar Yadav, Yuzvendra Chahal ,"Good length ball, pitching on leg stump, Suryakumar Yadav steps down and tries to clear the sightscreen, but the ball goes towards long-on and the fielder Parag runs and takes the catch! WICKET!! Suryakumar Yadav c Riyan Parag b Yuzvendra Chahal (Mumbai Indians 122 Runs for 3 wickets)"
4924,14.5,1, Tilak Varma,Yuzvendra Chahal ,"Good length ball, pitching outside off stump, Tilak Varma plays an aggressive cut shot for a single"
4925,14.4,6, Tilak Varma,Yuzvendra Chahal ,"Good length ball, pitching outside off stump, Tilak Varma slog sweeps the ball and settles it in the stands of deep mid-wicket!"
4926,14.3,1, Suryakumar Yadav,Yuzvendra Chahal ,"Good length ball, pitching on leg stump, Suryakumar Yadav gets beaten, 1 bye(s) gets added to the extras!"
4927,14.2,0, Suryakumar Yadav,Yuzvendra Chahal ,"Good length ball, pitching on leg stump, Suryakumar Yadav plays a forward defensive shot, no run"
4928,14.1,1, Tilak Varma,Yuzvendra Chahal ,"Good length ball, pitching on off stump, Tilak Varma steps down and flicks the ball for a single"
4929,13.5,1, Tilak Varma,Ravichandran Ashwin ,"Good length ball, pitching outside off stump, Tilak Varma plays a defensive back foot push for a single"
4930,13.4,1, Suryakumar Yadav,Ravichandran Ashwin ,"Good length ball, pitching outside off stump, Suryakumar Yadav cuts it late for a single"
4931,13.3,1, Tilak Varma,Ravichandran Ashwin ,"Good length ball, pitching on leg stump, Tilak Varma plays a defensive forward push for a single"
4932,13.2,1, Suryakumar Yadav,Ravichandran Ashwin ,"Good length ball, pitching outside off stump, Suryakumar Yadav plays a defensive forward push for a single"
4933,13.1,1, Tilak Varma,Ravichandran Ashwin ,"Good length ball, pitching on leg stump, Tilak Varma plays a reverse sweep for a single"
4934,12.6,0, Suryakumar Yadav,Kuldeep Sen ,"Short of good length ball, pitching outside off stump, Suryakumar Yadav plays an aggressive cut shot and is beaten"
4935,12.5,1, Tilak Varma,Kuldeep Sen ,"Short of good length ball, pitching on leg stump, Tilak Varma leg glances it for a single"
4936,12.4,0, Tilak Varma,Kuldeep Sen ,"Short of good length ball, pitching on off stump, Tilak Varma plays a defensive shot on back foot, no run"
4937,12.3,2, Tilak Varma,Kuldeep Sen ,"Short of good length ball, pitching outside off stump, Tilak Varma glides it for 2 runs"
4938,12.2,4, Tilak Varma,Kuldeep Sen ,"Short length ball, pitching outside leg stump, Tilak Varma shuffles across and pulls this ball fine and it gets past the keeper!"
4939,12.1,0, Tilak Varma,Kuldeep Sen ,"Good length ball, pitching outside off stump, Tilak Varma plays a defensive forward push, no run"
4940,11.6,1, Tilak Varma,Yuzvendra Chahal ,"Good length ball, pitching outside off stump, Tilak Varma plays an aggressive cut shot for a single"
4941,11.5,1, Suryakumar Yadav,Yuzvendra Chahal ,"Good length ball, pitching outside off stump, Suryakumar Yadav plays an aggressive cover drive on the front foot for a single"
4942,11.4,0, Suryakumar Yadav,Yuzvendra Chahal ,"Good length ball, pitching outside off stump, Suryakumar Yadav plays a defensive forward push, no run"
4943,11.3,2, Suryakumar Yadav,Yuzvendra Chahal ,"Good length ball, pitching on leg stump, Suryakumar Yadav plays a sweep shot in the gap! Trent Boult puts in an amazing dive and saves the boundary!"
4944,11.2,0, Suryakumar Yadav,Yuzvendra Chahal ,"Good length ball, pitching on leg stump, Suryakumar Yadav uncomfortably plays a sweep shot, no run"
4945,11.1,6, Suryakumar Yadav, Yuzvendra Chahal ,"Good length ball, pitching on leg stump, Suryakumar Yadav goes on his knees and slog sweeps it to clear the fence! Fifty partnership is on the board!"
4946,10.6,1, Suryakumar Yadav,Trent Boult ,"Short of good length ball, pitching outside off stump, Suryakumar Yadav glides it for a single"
4947,10.5,0, Suryakumar Yadav,Trent Boult ,"Short of good length ball, pitching outside off stump, Suryakumar Yadav plays a defensive forward push, no run"
4948,10.4,1, Tilak Varma,Trent Boult ,"Short of good length ball, pitching outside off stump, Tilak Varma plays a defensive back foot push for a single"
4949,10.4,5, Tilak Varma,Trent Boult ,"Short length ball, pitching outside off stump, Tilak Varma offers no shot, 5 wide(s) gets added to the extras"
4950,10.3,1, Suryakumar Yadav,Trent Boult ,"Short of good length ball, pitching on off stump, Suryakumar Yadav uncomfortably plays an aggressive pull shot on the front foot, 1 leg bye(s) gets added to the extras"
4951,10.2,1, Tilak Varma,Trent Boult ,"Good length ball, pitching outside off stump, Tilak Varma plays a defensive forward push for a single"
4952,10.1,1, Suryakumar Yadav,Trent Boult ,"Short of good length ball, pitching outside off stump, Suryakumar Yadav aggressively plays a square drive on the front foot for a single"
4953,9.6,1, Suryakumar Yadav,Ravichandran Ashwin ,"Short of good length ball, pitching on off stump, Suryakumar Yadav plays a defensive back foot push for a single"
4954,9.5,1, Tilak Varma,Ravichandran Ashwin ,"Good length ball, pitching on off stump, Tilak Varma plays a defensive forward push for a single"
4955,9.4,0, Tilak Varma,Ravichandran Ashwin ,"Good length ball, pitching on leg stump, Tilak Varma leg glances it, no run"
4956,9.3,1, Suryakumar Yadav,Ravichandran Ashwin ,"Good length ball, pitching outside off stump, Suryakumar Yadav glides it for a single"
4957,9.2,1, Tilak Varma,Ravichandran Ashwin ,"Good length ball, pitching on middle stump, Tilak Varma plays a defensive forward push for a single"
4958,9.1,1, Suryakumar Yadav,Ravichandran Ashwin ,"Good length ball, pitching outside off stump, Suryakumar Yadav plays a defensive back foot push for a single"
4959,8.6,0, Tilak Varma,Kuldeep Sen ,"Short of good length ball, pitching on leg stump, Tilak Varma plays a defensive shot on back foot, no run"
4960,8.5,1, Suryakumar Yadav,Kuldeep Sen ,"Good length ball, pitching outside off stump, Suryakumar Yadav plays a defensive forward push for a single"
4961,8.4,1, Tilak Varma,Kuldeep Sen ,"Short of good length ball, pitching on leg stump, Tilak Varma plays an aggressive front foot flick for a single"
4962,8.3,1, Suryakumar Yadav,Kuldeep Sen ,"Good length ball, pitching outside off stump, Suryakumar Yadav plays an aggressive cover drive on the back foot for a single and gets to his 2000th run for MI in the IPL!"
4963,8.2,1, Tilak Varma,Kuldeep Sen ,"Short of good length ball, pitching outside leg stump, Tilak Varma plays an aggressive front foot flick for a single"
4964,8.1,0, Tilak Varma,Kuldeep Sen ,"Short of good length ball, pitching outside off stump, Tilak Varma plays a forward defensive shot, no run"
4965,7.6,0, Suryakumar Yadav,Yuzvendra Chahal ,"Good length ball, pitching on off stump, Suryakumar Yadav goes for the sweep but misses it to hit his pads! LBW appeal from the fielding side and they take the review straight away as the umpire is not interested! The wickets are UMPIRE'S CALL and hence NOT OUT!"
4966,7.5,2, Suryakumar Yadav,Yuzvendra Chahal ,"Good length ball, pitching outside off stump, Suryakumar Yadav aggressively plays a square drive on the front foot for 2 runs"
4967,7.4,0, Suryakumar Yadav,Yuzvendra Chahal ,"Good length ball, pitching on leg stump, Suryakumar Yadav plays a sweep shot, straight to the fielder"
4968,7.3,1, Tilak Varma,Yuzvendra Chahal ,"Good length ball, pitching outside off stump, Tilak Varma plays an aggressive cover drive on the back foot for a single"
4969,7.2,0, Tilak Varma,Yuzvendra Chahal ,"Good length ball, pitching outside off stump, Tilak Varma plays a defensive forward push, no run"
4970,7.1,2, Tilak Varma,Yuzvendra Chahal ,"Good length ball, pitching outside off stump, Tilak Varma plays a sweep shot for 2 runs"
4971,6.6,4, Suryakumar Yadav, Daryl Mitchell ,"Yorker ball, pitching outside leg stump, Suryakumar Yadav picks it as a full toss and guides it towards the fine leg!"
4972,6.5,4, Suryakumar Yadav,Daryl Mitchell ,"Short of good length ball, pitching outside off stump, Suryakumar Yadav swivels and drags this ball behind square for a four!"
4973,6.4,1, Tilak Varma,Daryl Mitchell ,"Short of good length ball, pitching outside off stump, Tilak Varma plays an aggressive pull shot on the front foot for a single"
4974,6.3,6, Tilak Varma, Daryl Mitchell ,"Good length ball, pitching outside off stump, Tilak Varma times the stonk straight over long-of!"
4975,6.2,1, Suryakumar Yadav,Daryl Mitchell ,"Good length ball, pitching on off stump, Suryakumar Yadav plays a defensive back foot push for a single"
4976,6.1,4, Suryakumar Yadav,Daryl Mitchell ,"Full length ball, pitching on off stump, Suryakumar Yadav stylishly launches this ball over mid-wicket!"
4977,5.6,0, Tilak Varma,Trent Boult ,"Good length ball, pitching outside off stump, Tilak Varma plays a forward defensive shot, no run"
4978,5.5,0, Tilak Varma,Trent Boult ,"Short of good length ball, pitching outside off stump, Tilak Varma plays a defensive shot on back foot, no run"
4979,5.4,W, Ishan Kishan,Trent Boult ,"Short length ball, pitching on off stump, Ishan Kishan goes for a pull and the ball gets the skirting of the bat! Then it floats until the keeper pouches the catch! WICKET!! Ishan Kishan c Sanju Samson b Trent Boult (Mumbai Indians 41 Runs for 2 wickets)"
4980,5.3,1, Suryakumar Yadav,Trent Boult ,"Good length ball, pitching outside off stump, Suryakumar Yadav plays a defensive forward push for a single"
4981,5.2,4, Suryakumar Yadav,Trent Boult ,"Good length ball, pitching outside off stump, Suryakumar Yadav stands tall and free his arms to clear the covers!"
4982,5.1,0, Suryakumar Yadav,Trent Boult ,"Short of good length ball, pitching on leg stump, Suryakumar Yadav uncomfortably plays a defensive back foot push, no run"
4983,4.6,2, Ishan Kishan,Ravichandran Ashwin ,"Full length ball, pitching outside off stump, Ishan Kishan plays an aggressive cover drive on the front foot for 2 runs"
4984,4.5,0, Ishan Kishan,Ravichandran Ashwin ,"Good length ball, pitching outside off stump, Ishan Kishan plays a forward defensive shot, no run"
4985,4.4,0, Ishan Kishan,Ravichandran Ashwin ,"Good length ball, pitching outside off stump, Ishan Kishan plays a forward defensive shot, no run"
4986,4.3,1, Suryakumar Yadav,Ravichandran Ashwin ,"Good length ball, pitching on leg stump, Suryakumar Yadav plays an aggressive on drive on the front foot for a single"
4987,4.2,0, Suryakumar Yadav,Ravichandran Ashwin ,"Full length ball, pitching outside off stump, Suryakumar Yadav plays an aggressive cover drive on the front foot, straight to the fielder"
4988,4.1,0, Suryakumar Yadav,Ravichandran Ashwin ,"Full length ball, pitching on leg stump, Suryakumar Yadav uncomfortably plays a defensive forward push, no run"
4989,3.6,0, Ishan Kishan,Prasidh Krishna ,"Short of good length ball, pitching outside off stump, Ishan Kishan plays a forward defensive shot and is beaten"
4990,3.5,4, Ishan Kishan, Prasidh Krishna ,"Full length ball, pitching outside off stump, Ishan Kishan smacks this ball through the line with just using his single hand!"
4991,3.4,1, Suryakumar Yadav,Prasidh Krishna ,"Short of good length ball, pitching outside off stump, Suryakumar Yadav glides it for a single"
4992,3.3,4, Suryakumar Yadav,Prasidh Krishna ,"Full length ball, pitching on off stump, Suryakumar Yadav punches this ball up and over mid-on!"
4993,3.2,0, Suryakumar Yadav,Prasidh Krishna ,"Good length ball, pitching outside off stump, Suryakumar Yadav plays a forward defensive shot, no run"
4994,3.1,0, Suryakumar Yadav,Prasidh Krishna ,"Good length ball, pitching on off stump, Suryakumar Yadav plays a defensive forward push, no run"
4995,2.6,0, Ishan Kishan,Ravichandran Ashwin ,"Good length ball, pitching on off stump, Ishan Kishan plays an aggressive cover drive on the front foot, straight to the fielder"
4996,2.5,0, Ishan Kishan,Ravichandran Ashwin ,"Good length ball, pitching on off stump, Ishan Kishan plays a defensive forward push, no run"
4997,2.4,1, Suryakumar Yadav,Ravichandran Ashwin ,"Good length ball, pitching on off stump, Suryakumar Yadav plays an aggressive front foot flick for a single"
4998,2.3,W, Rohit Sharma, Ravichandran Ashwin ,"Good length ball, pitching on off stump, Rohit Sharma goes on his knees and gets the top edge attempting a sweep! The ball is caught easily at square leg! WICKET!! Rohit Sharma c Daryl Mitchell b Ravichandran Ashwin (Mumbai Indians 23 Runs for 1 wicket)"
4999,2.2,0, Rohit Sharma,Ravichandran Ashwin ,"Good length ball, pitching outside off stump, Rohit Sharma plays a forward defensive shot and is beaten"
5000,2.1,1, Ishan Kishan,Ravichandran Ashwin ,"Good length ball, pitching on off stump, Ishan Kishan plays a defensive forward push for a single"
5001,1.6,1, Ishan Kishan, Prasidh Krishna ,"Full length ball, pitching outside off stump, Ishan Kishan strikes this ball hard towards extra covers in the air! Chahal at this position doesn't hold on to the powerful strike and drops this catch!"
5002,1.5,4, Ishan Kishan, Prasidh Krishna ,"Short of good length ball, pitching outside off stump, Ishan Kishan hoicks this ball and just clears the leaping mid-on fielder!"
5003,1.4,4, Ishan Kishan,Prasidh Krishna ,"Full length ball, pitching outside off stump, Ishan Kishan strikes this ball hard and over the bowler!! "
5004,1.3,0, Ishan Kishan,Prasidh Krishna ,"Good length ball, pitching outside off stump, Ishan Kishan plays an aggressive cut shot, straight to the fielder"
5005,1.2,1, Rohit Sharma,Prasidh Krishna ,"Good length ball, pitching on leg stump, Rohit Sharma plays an aggressive front foot flick for a single"
5006,1.1,0, Rohit Sharma,Prasidh Krishna ,"Short of good length ball, pitching outside off stump, Rohit Sharma plays a defensive shot on back foot and is beaten"
5007,0.6,4, Ishan Kishan,Trent Boult ,"Good length ball, pitching on leg stump, Ishan Kishan gets to the line of the ball and brushes this ball towards fine leg for 4 runs"
5008,0.5,0, Ishan Kishan,Trent Boult ,"Short length ball, pitching outside off stump, Ishan Kishan uncomfortably plays an aggressive lofted off drive on the front foot, no run"
5009,0.4,0, Ishan Kishan,Trent Boult ,"Short of good length ball, pitching outside off stump, Ishan Kishan plays a defensive back foot push, no run"
5010,0.4,1, Ishan Kishan,Trent Boult ,"Short of good length ball, pitching outside leg stump, Ishan Kishan plays an aggressive pull shot on the front foot, 1 wide(s) gets added to the extras"
5011,0.3,0, Ishan Kishan,Trent Boult ,"Good length ball, pitching on leg stump, Ishan Kishan uncomfortably leg glances it, no run"
5012,19.1,W, Kieron Pollard,Kuldeep Sen ,"Short length ball, pitching on leg stump, Kieron Pollard drags this ball towards deep fine leg and the fielder dives forwards to complete this catch! WICKET!! Kieron Pollard c Daryl Mitchell b Kuldeep Sen (Mumbai Indians 155 Runs for 5 wickets)"
5013,18.6,1, Kieron Pollard,Prasidh Krishna ,"Short of good length ball, pitching outside off stump, Kieron Pollard plays an aggressive pull shot on the front foot for a single"
5014,18.5,0, Kieron Pollard,Prasidh Krishna ,"Short of good length ball, pitching outside off stump, Kieron Pollard plays an aggressive pull shot on the front foot, straight to the fielder"
5015,18.4,2, Kieron Pollard,Prasidh Krishna ,"Full length ball, pitching outside off stump, Kieron Pollard uncomfortably plays an aggressive lofted cover drive on the front foot for 2 runs"
5016,18.3,2, Kieron Pollard,Prasidh Krishna ,"Full length ball, pitching on off stump, Kieron Pollard lofts this ball just to the left of Ashwin at short mid-wicket, and the brilliant work from Boult at deep saves 2 runs!"
5017,18.2,2, Kieron Pollard,Prasidh Krishna ,"Good length ball, pitching outside off stump, Kieron Pollard plays an aggressive lofted cover drive on the front foot for 2 runs"
5018,18.1,1, Tim David,Prasidh Krishna ,"Short length ball, pitching outside off stump, Tim David plays an aggressive pull shot on the front foot for a single"
5019,17.6,1, Tim David,Kuldeep Sen ,"Good length ball, pitching on off stump, Tim David plays an aggressive on drive on the front foot for a single"
5020,17.5,1, Kieron Pollard,Kuldeep Sen ,"Short of good length ball, pitching on leg stump, Kieron Pollard plays an aggressive pull shot on the back foot for a single"
5021,17.4,1, Tim David,Kuldeep Sen ,"Short of good length ball, pitching on leg stump, Tim David plays an aggressive front foot flick for a single"
5022,17.4,1, Tim David,Kuldeep Sen ,"Full length ball, pitching outside leg stump, Tim David leg glances it, 1 wide(s) gets added to the extras"
5023,17.3,4, Tim David, Kuldeep Sen ,"Short of good length ball, pitching outside off stump, Tim David slaps this ball hard and over covers!"
5024,17.2,4, Tim David, Kuldeep Sen ,"Good length ball, pitching outside off stump, Tim David attempts to go downtown but the inside carries this ball past the keeper!"
5025,17.1,1, Kieron Pollard,Kuldeep Sen ,"Good length ball, pitching on leg stump, Kieron Pollard uncomfortably plays a defensive shot on back foot, 1 leg bye(s) gets added to the extras"
5026,16.6,1, Kieron Pollard,Yuzvendra Chahal ,"Good length ball, pitching on leg stump, Kieron Pollard plays a defensive back foot push for a single"
5027,16.5,0, Kieron Pollard,Yuzvendra Chahal ,"Good length ball, pitching on off stump, Kieron Pollard plays a defensive shot on back foot and is beaten"
5028,16.4,1, Tim David,Yuzvendra Chahal ,"Good length ball, pitching on off stump, Tim David plays a defensive back foot push for a single"
5029,16.3,6, Tim David,Yuzvendra Chahal ,"Good length ball, pitching on off stump, Tim David gets a tossed up googly and he flogs this ball to the second tier of long-on!"
5030,16.2,1, Kieron Pollard,Yuzvendra Chahal ,"Good length ball, pitching on leg stump, Kieron Pollard plays a forward defensive shot for a single"
5031,16.1,1, Tim David,Yuzvendra Chahal ,"Good length ball, pitching outside off stump, Tim David plays an aggressive off drive on the back foot for a single"
5032,15.6,0, Kieron Pollard,Prasidh Krishna ,"Short of good length ball, pitching on off stump, Kieron Pollard plays a forward defensive shot, no run"
5033,15.6,1, Kieron Pollard,Prasidh Krishna ,"Good length ball, pitching outside leg stump, Kieron Pollard offers no shot, 1 wide(s) gets added to the extras"
5034,15.5,0, Kieron Pollard,Prasidh Krishna ,"Short length ball, pitching on off stump, Kieron Pollard offers no shot"
5035,15.4,0, Kieron Pollard,Prasidh Krishna ,"Short of good length ball, pitching outside off stump, Kieron Pollard uncomfortably plays a forward defensive shot, no run"
5036,15.3,1, Tim David,Prasidh Krishna ,"Short of good length ball, pitching outside off stump, Tim David plays a defensive back foot push for a single"
5037,15.2,W, Tilak Varma, Prasidh Krishna ,"Full length ball, pitching outside off stump, Tilak Varma whips this ball, but it gets the bottom of the bat and sails over to long-on fielder's hands!  WICKET!! Tilak Varma c Riyan Parag b Prasidh Krishna (Mumbai Indians 122 Runs for 4 wickets)"
5038,15.1,0, Tilak Varma,Prasidh Krishna ,"Short of good length ball, pitching outside off stump, Tilak Varma uncomfortably plays a defensive shot on back foot, no run"
