,over,score,batsmen,bowler,comment,score_converted
6217,10.4,W,Rohit Sharma, Washington Sundar ,"Short of good length ball, pitching outside off stump, Rohit Sharma comes down and pulls this straight down the throat of the substitute fielder at deep mid-wicket. ",8
6218,10.3,1,Ishan Kishan,Washington Sundar ,"Good length ball, pitching on off stump, Ishan Kishan steps down and plays an aggressive off drive for a single",1
6220,10.1,4,Rohit Sharma, Washington Sundar ,"Good length ball, pitching outside off stump, Rohit Sharma looks to cut but gets a thick outside edge that flies past the keeper for four.",4
6221,9.6,1,Rohit Sharma,Abhishek Sharma ,"Good length ball, pitching on leg stump, Rohit Sharma steps down and plays an aggressive on drive for a single",1
6222,9.5,1,Ishan Kishan,Abhishek Sharma ,"Good length ball, pitching outside off stump, Ishan Kishan steps down and plays an aggressive lofted on drive for a single",1
6223,9.4,1,Rohit Sharma,Abhishek Sharma ,"Short of good length ball, pitching on off stump, Rohit Sharma plays an aggressive pull shot on the back foot for a single",1
6224,9.3,6,Rohit Sharma, Abhishek Sharma ,"Good length ball, pitching on middle stump, Rohit Sharma steps down and launches this into the long-on stands for a maximum.",6
6225,9.2,1,Ishan Kishan,Abhishek Sharma ,"Full length ball, pitching on off stump, Ishan Kishan plays an aggressive on drive on the front foot for a single",1
6226,9.1,1,Rohit Sharma,Abhishek Sharma ,"Good length ball, pitching on leg stump, Rohit Sharma uncomfortably plays an aggressive front foot flick, 1 leg bye(s) gets added to the extras",1
6227,8.6,1,Rohit Sharma,Umran Malik ,"Good length ball, pitching on off stump, Rohit Sharma plays an aggressive front foot flick, 1 leg bye(s) gets added to the extras",1
6229,8.4,0,Ishan Kishan,Umran Malik ,"Short of good length ball, pitching outside off stump, Ishan Kishan plays an aggressive pull shot on the back foot and is beaten",0
6230,8.3,0,Ishan Kishan,Umran Malik ,"Short of good length ball, pitching outside off stump, Ishan Kishan plays an aggressive cut shot and is beaten",0
6231,8.2,6,Ishan Kishan, Umran Malik ,"Short length ball, pitching outside off stump, Ishan Kishan tries to pull this and the top edge flies over third man for six.",6
6232,8.1,1,Rohit Sharma,Umran Malik ,"Full toss ball, outside leg stump, Rohit Sharma leg glances it, 1 leg bye(s) gets added to the extras",1
6233,8.1,5,Rohit Sharma,Umran Malik ,"Free hit delivery, short length ball, pitching outside off stump, Rohit Sharma gets hit on the helmet and the ball goes to the boundary for four. And it's another No-Ball as this is the second bouncer in the over! ",5
6234,8.1,1,Rohit Sharma,Umran Malik ,"Short length ball, pitching outside off stump, slow bouncer and goes above Rohit Sharma's head for a wide.",1
6235,8.1,2,Ishan Kishan, Umran Malik ,"Full toss ball, outside off stump, Ishan Kishan plays an aggressive cut shot",2
6236,7.6,1,Ishan Kishan,T Natarajan ,"Full toss ball, outside off stump, Ishan Kishan plays an aggressive on drive on the front foot for a single",1
6237,7.5,1,Rohit Sharma,T Natarajan ,"Full toss ball, on off stump, Rohit Sharma plays an aggressive on drive on the front foot for a single",1
6238,7.4,1,Ishan Kishan,T Natarajan ,"Full toss ball, outside off stump, Ishan Kishan uncomfortably plays an aggressive off drive on the front foot for a single",1
6240,7.2,1,Ishan Kishan,T Natarajan ,"Good length ball, pitching outside off stump, Ishan Kishan plays a defensive forward push for a single",1
6241,7.1,0,Ishan Kishan,T Natarajan ,"Good length ball, pitching on off stump, Ishan Kishan leg glances it, no run",0
6245,6.3,1,Rohit Sharma,Washington Sundar ,"Good length ball, pitching on middle stump, Rohit Sharma plays an aggressive on drive on the front foot for a single",1
6246,6.2,1,Ishan Kishan,Washington Sundar ,"Good length ball, pitching on off stump, Ishan Kishan steps down and plays an aggressive on drive for a single",1
6247,6.1,0,Ishan Kishan,Washington Sundar ,"Good length ball, pitching on off stump, Ishan Kishan plays a forward defensive shot, no run",0
6249,5.5,1,Rohit Sharma,Fazalhaq Farooqi ,"Full toss ball, on off stump, Rohit Sharma plays an aggressive off drive on the front foot for a single",1
6250,5.4,0,Rohit Sharma,Fazalhaq Farooqi ,"Good length ball, pitching on leg stump, Rohit Sharma steps down and plays an aggressive cover drive, straight to the fielder",0
6251,5.3,2,Rohit Sharma,Fazalhaq Farooqi ,"Good length ball, pitching outside off stump, Rohit Sharma plays an aggressive cover drive on the front foot for 2 runs",2
6252,5.2,0,Rohit Sharma,Fazalhaq Farooqi ,"Good length ball, pitching outside off stump, Rohit Sharma aggressively plays a square drive on the front foot, straight to the fielder",0
6253,5.1,1,Ishan Kishan,Fazalhaq Farooqi ,"Full length ball, pitching on leg stump, Ishan Kishan plays an aggressive front foot flick for a single",1
6254,5.1,1,Ishan Kishan,Fazalhaq Farooqi ,"Yorker ball, pitching outside leg stump, Ishan Kishan plays an aggressive front foot flick, 1 wide(s) gets added to the extras",1
6255,4.6,6,Rohit Sharma,T Natarajan ,"Good length ball, pitching on off stump, Rohit Sharma gets low and scoops this over short fine leg, and the ball travels all the way for six.",6
6256,4.5,1,Ishan Kishan,T Natarajan ,"Good length ball, pitching outside off stump, Ishan Kishan plays an aggressive front foot flick for a single",1
6257,4.4,4,Ishan Kishan, T Natarajan ,"Full length ball, pitching outside off stump, Ishan Kishan goes dead-straight and lofts this down the ground for another four.",4
6258,4.3,4,Ishan Kishan,T Natarajan ,"Short of good length ball, pitching outside off stump, Ishan Kishan glides it wide of the third man fielder for 4 runs",4
6261,3.6,1,Rohit Sharma,Bhuvneshwar Kumar ,"Yorker ball, pitching outside leg stump, Rohit Sharma uncomfortably plays a forward defensive shot for a single. Great comeback from Bhuvneshwar Kumar in the over, as he concedes just 3 runs after the six off the first delivery.",1
6262,3.5,1,Ishan Kishan,Bhuvneshwar Kumar ,"Good length ball, pitching on off stump, Ishan Kishan plays an aggressive front foot flick for a single",1
6263,3.4,0,Ishan Kishan,Bhuvneshwar Kumar ,"Short of good length ball, pitching outside off stump, Ishan Kishan steps down and plays an aggressive pull shot and is beaten",0
6264,3.3,0,Ishan Kishan,Bhuvneshwar Kumar ,"Good length ball, pitching on middle stump, Ishan Kishan plays a forward defensive shot, no run",0
6265,3.2,1,Rohit Sharma,Bhuvneshwar Kumar ,"Full toss ball, on leg stump, Rohit Sharma plays an aggressive front foot flick for a single",1
6266,3.1,6,Rohit Sharma, Bhuvneshwar Kumar ,"Good length ball, pitching outside off stump, Rohit Sharma pulls this off the front foot and into the mid-wicket stands for six.",6
6267,2.6,0,Ishan Kishan,Washington Sundar ,"Good length ball, pitching outside off stump, Ishan Kishan plays a forward defensive shot, no run",0
6268,2.5,4,Ishan Kishan, Washington Sundar ,"Full length ball, pitching on off stump, Ishan Kishan presents the full face of the bat and lofts this down the ground for four.",4
6269,2.4,1,Rohit Sharma,Washington Sundar ,"Short of good length ball, pitching outside off stump, Rohit Sharma plays a defensive back foot push for a single",1
6270,2.3,0,Rohit Sharma,Washington Sundar ,"Good length ball, pitching on off stump, Rohit Sharma steps down and plays a defensive shot, no run",0
6272,2.1,4,Ishan Kishan, Washington Sundar ,"Full length ball, pitching outside leg stump, on the pads and Ishan Kishan sweeps this past the short fine leg fielder for four.",4
6273,1.6,0,Rohit Sharma,Bhuvneshwar Kumar ,"Good length ball, pitching outside off stump, Rohit Sharma plays an aggressive off drive on the front foot, straight to the fielder",0
6274,1.5,6,Rohit Sharma, Bhuvneshwar Kumar ,"Full length ball, pitching on off stump, Rohit Sharma plants his front foot forward and launches this into the long-on crowd for six.",6
6276,1.3,0,Rohit Sharma,Bhuvneshwar Kumar ,"Good length ball, pitching outside off stump, Rohit Sharma plays an aggressive on drive on the front foot, straight to the fielder",0
6277,1.2,1,Ishan Kishan,Bhuvneshwar Kumar ,"Good length ball, pitching on leg stump, Ishan Kishan plays a defensive forward push for a single",1
6278,1.1,1,Rohit Sharma,Bhuvneshwar Kumar ,"Good length ball, pitching on middle stump, Rohit Sharma plays an aggressive front foot flick for a single",1
6280,0.5,1,Rohit Sharma,Fazalhaq Farooqi ,"Good length ball, pitching outside leg stump, Rohit Sharma plays a defensive forward push for a single",1
6281,0.4,0,Rohit Sharma,Fazalhaq Farooqi ,"Good length ball, pitching on leg stump, Rohit Sharma plays a forward defensive shot, no run",0
6283,0.2,0,Rohit Sharma,Fazalhaq Farooqi ,"Good length ball, pitching outside leg stump, Rohit Sharma plays a defensive forward push, no run",0
6284,0.1,0,Rohit Sharma,Fazalhaq Farooqi ,"Full length ball, pitching outside off stump, Rohit Sharma plays a defensive forward push, no run",0
6286,19.6,0,Umran Malik,Andre Russell ,"Short length ball, pitching outside off stump, Umran Malik plays an aggressive pull shot on the front foot and is beaten! KKR wins this match by 54 runs and goes above in the points table!",0
6287,19.5,1,Bhuvneshwar Kumar,Andre Russell ,"Full length ball, pitching outside leg stump, Bhuvneshwar Kumar plays an aggressive on drive on the front foot for a single",1
6288,19.5,1,Bhuvneshwar Kumar,Andre Russell ,"Short of good length ball, pitching outside leg stump, Bhuvneshwar Kumar plays an aggressive pull shot on the back foot, 1 wide(s) gets added to the extras",1
6289,19.4,0,Bhuvneshwar Kumar,Andre Russell ,"Yorker ball, pitching on off stump, Bhuvneshwar Kumar plays a defensive forward push, no run",0
6290,19.3,0,Bhuvneshwar Kumar,Andre Russell ,"Short length ball, pitching outside off stump, Bhuvneshwar Kumar plays an upper cut and is beaten",0
6291,19.2,0,Bhuvneshwar Kumar,Andre Russell ,"Short of good length ball, pitching on leg stump, Bhuvneshwar Kumar plays a defensive shot on back foot, no run",0
6292,19.1,4,Bhuvneshwar Kumar,Andre Russell ,"Good length ball, pitching outside off stump, Bhuvneshwar Kumar whacks this ball towards extra covers and finds the ropes!",4
6293,18.6,0,Umran Malik,Tim Southee ,"Good length ball, pitching outside off stump, Umran Malik plays a forward defensive shot, no run",0
6294,18.5,2,Umran Malik, Tim Southee ,"Good length ball, pitching on off stump, Umran Malik heaves the ball towards mid-wicket and holes out in that region, Mavi settles for the catch but he ends up popping it out!",2
6295,18.4,0,Umran Malik,Tim Southee ,"Good length ball, pitching on off stump, Umran Malik plays an aggressive lofted on drive on the front foot, straight to the fielder",0
6296,18.3,1,Bhuvneshwar Kumar,Tim Southee ,"Short of good length ball, pitching outside off stump, Bhuvneshwar Kumar glides it for a single",1
6297,18.2,1,Umran Malik,Tim Southee ,"Good length ball, pitching outside off stump, Umran Malik glides it for a single",1
6298,18.1,W,Shashank Singh,Tim Southee ,"Good length ball, pitching outside off stump, Shashank Singh miscues the ball and lofts it straight down the ground, it just has the elevation and the skipper sprints and completes the catch! WICKET!! Shashank Singh c Shreyas Iyer b Tim Southee (Sunrisers Hyderabad 113 Runs for 8 wickets)",8
6299,17.6,0,Bhuvneshwar Kumar,Andre Russell ,"Yorker ball, pitching on off stump, Bhuvneshwar Kumar plays a forward defensive shot, no run",0
6300,17.4,1,Shashank Singh,Andre Russell ,"Full length ball, pitching on off stump, Shashank Singh plays an aggressive on drive on the front foot for a single",1
6301,17.3,4,Shashank Singh,Andre Russell ,"Short length ball, pitching outside off stump, Shashank Singh hoicks this ball in the void of deep mid-wicket! Rinku Singh over runs and the ball spins away for a four!",4
6302,17.2,1,Marco Jansen,Andre Russell ,"Yorker ball, pitching outside leg stump, Marco Jansen plays an aggressive on drive on the front foot for a single",1
6303,17.1,W,Washington Sundar,Andre Russell ,"Short of good length ball, pitching outside leg stump, Washington Sundar pulls this slower ball in one hand and there is not enough power to carry the ball to the fence and the deep backward square leg fielder runs and completes the catch! WICKET Washington Sundar c Venkatesh Iyer b Andre Russell (Sunrisers Hyderabad 107 Runs for 6 wickets)",8
6304,16.6,1,Washington Sundar,Tim Southee ,"Good length ball, pitching on off stump, Washington Sundar plays an aggressive lofted on drive on the front foot for a single",1
6305,16.5,1,Shashank Singh,Tim Southee ,"Short of good length ball, pitching outside off stump, Shashank Singh plays an aggressive pull shot on the front foot for a single",1
6306,16.4,0,Shashank Singh,Tim Southee ,"Short of good length ball, pitching outside off stump, Shashank Singh goes for the defence but he gets this ball on the pads! LBW appeal from the fielding side and the umpire raises his hand! Shashank takes the review and the ball misses the stumps! Decision is overturned!",0
6307,16.3,1,Washington Sundar,Tim Southee ,"Good length ball, pitching outside off stump, Washington Sundar plays an aggressive on drive on the front foot for a single",1
6308,16.2,1,Shashank Singh,Tim Southee ,"Good length ball, pitching outside leg stump, Shashank Singh plays an aggressive on drive on the front foot for a single",1
6309,16.1,2,Shashank Singh,Tim Southee ,"Short of good length ball, pitching outside off stump, Shashank Singh plays an aggressive pull shot on the back foot for 2 runs",2
6310,15.6,0,Washington Sundar,Varun Chakaravarthy ,"Good length ball, pitching outside off stump, Washington Sundar plays a forward defensive shot and is beaten",0
6311,15.5,0,Washington Sundar,Varun Chakaravarthy ,"Good length ball, pitching outside leg stump, Washington Sundar uncomfortably plays an aggressive on drive on the front foot, no run",0
6312,15.4,1,Shashank Singh,Varun Chakaravarthy ,"Short of good length ball, pitching on off stump, Shashank Singh plays a defensive back foot push for a single",1
6313,15.3,0,Shashank Singh,Varun Chakaravarthy ,"Good length ball, pitching outside off stump, Shashank Singh uncomfortably plays a forward defensive shot, no run",0
6314,15.2,0,Shashank Singh,Varun Chakaravarthy ,"Good length ball, pitching outside off stump, Shashank Singh plays a forward defensive shot, no run",0
6315,15.1,0,Shashank Singh,Varun Chakaravarthy ,"Good length ball, pitching outside off stump, Shashank Singh goes for the paddle sweep but he misses the ball and gets on his pads! LBW appeal from KKR and they review it after the umpire says no! Wickets are umpire's call and it is NOT OUT!",0
6316,14.6,0,Washington Sundar,Umesh Yadav ,"Short length ball, pitching outside leg stump, Washington Sundar plays an upper cut and is beaten",0
6317,14.5,1,Shashank Singh,Umesh Yadav ,"Good length ball, pitching outside off stump, Shashank Singh plays a forward defensive shot for a single",1
6318,14.4,W,Aiden Markram, Umesh Yadav ,"Full length ball, pitching outside off stump, Aiden Markram tries to smack the ball through covers but it gets the inside edge and castles the stumps! WICKET!! Aiden Markram b Umesh Yadav (Sunrisers Hyderabad 99 Runs for 5 wickets)",8
6319,14.3,1,Washington Sundar,Umesh Yadav ,"Short of good length ball, pitching on leg stump, Washington Sundar plays a defensive shot on back foot for a single",1
6320,14.2,1,Aiden Markram,Umesh Yadav ,"Short length ball, pitching outside off stump, Aiden Markram plays an aggressive pull shot on the front foot for a single",1
6321,14.1,6,Aiden Markram, Umesh Yadav ,"Good length ball, pitching outside off stump, Aiden Markram stonks this ball over the long-on fielder!",6
6323,13.5,0,Aiden Markram,Varun Chakaravarthy ,"Good length ball, pitching outside off stump, Aiden Markram plays a defensive forward push, no run",0
6324,13.4,0,Aiden Markram,Varun Chakaravarthy ,"Good length ball, pitching on off stump, Aiden Markram drives it straight aggressively using the front foot, straight to the fielder",0
6325,13.3,6,Aiden Markram, Varun Chakaravarthy ,"Short of good length ball, pitching outside off stump, Aiden Markram elevates this ball high and to the stands of long-on!",6
6326,13.2,0,Aiden Markram,Varun Chakaravarthy ,"Full length ball, pitching outside off stump, Aiden Markram aggressively plays a square drive on the front foot, straight to the fielder",0
6327,13.1,6,Aiden Markram,Varun Chakaravarthy ,"Good length ball, pitching on off stump, Aiden Markram picks the ball under and thwacks this one to the long-on fence!",6
6328,12.6,0,Washington Sundar,Sunil Narine ,"Good length ball, pitching outside off stump, Washington Sundar plays an aggressive cut shot and is beaten",0
6329,12.5,1,Aiden Markram,Sunil Narine ,"Good length ball, pitching on leg stump, Aiden Markram plays an aggressive front foot flick for a single",1
6330,12.4,1,Washington Sundar,Sunil Narine ,"Short of good length ball, pitching outside off stump, Washington Sundar plays a defensive shot on back foot for a single",1
6331,12.2,1,Aiden Markram,Sunil Narine ,"Short of good length ball, pitching outside off stump, Aiden Markram plays an aggressive on drive off the back foot for a single",1
6332,12.1,1,Nicholas Pooran,Sunil Narine ,"Good length ball, pitching outside off stump, Nicholas Pooran plays an aggressive on drive off the back foot for a single",1
6333,11.6,1,Nicholas Pooran,Varun Chakaravarthy ,"Good length ball, pitching on off stump, Nicholas Pooran plays a forward defensive shot for a single",1
6334,11.6,1,Nicholas Pooran,Varun Chakaravarthy ,"Good length ball, pitching outside leg stump, Nicholas Pooran leg glances it, 1 wide(s) gets added to the extras",1
6335,11.4,1,Aiden Markram,Varun Chakaravarthy ,"Full length ball, pitching on off stump, Aiden Markram lofts this ball towards long-on and the ball just falls short of Russell!",1
6336,11.3,0,Aiden Markram,Varun Chakaravarthy ,"Short of good length ball, pitching outside off stump, Aiden Markram plays an aggressive cover drive on the front foot, straight to the fielder",0
6337,11.2,1,Abhishek Sharma,Varun Chakaravarthy ,"Good length ball, pitching outside leg stump, Abhishek Sharma plays an aggressive lofted on drive on the front foot for a single",1
6338,11.1,1,Aiden Markram,Varun Chakaravarthy ,"Good length ball, pitching on off stump, Aiden Markram plays an aggressive on drive on the front foot for a single",1
6341,10.4,1,Aiden Markram,Sunil Narine ,"Good length ball, pitching on off stump, Aiden Markram uncomfortably plays a defensive forward push for a single",1
6342,10.3,0,Aiden Markram,Sunil Narine ,"Short of good length ball, pitching outside off stump, Aiden Markram uncomfortably plays a defensive back foot push, no run",0
6344,10.1,0,Aiden Markram,Sunil Narine ,"Good length ball, pitching outside off stump, Aiden Markram plays an aggressive cut shot and is beaten",0
6345,9.6,1,Aiden Markram,Andre Russell ,"Full length ball, pitching outside off stump, Aiden Markram plays an aggressive on drive on the front foot for a single",1
6346,9.5,1,Abhishek Sharma,Andre Russell ,"Full length ball, pitching on off stump, Abhishek Sharma plays an aggressive cover drive on the front foot for a single",1
6347,9.4,4,Abhishek Sharma,Andre Russell ,"Short length ball, pitching outside leg stump, Abhishek Sharma drags the ball towards mid-wicket and it goes past the diving fielder!",4
6349,9.2,1,Aiden Markram,Andre Russell ,"Full length ball, pitching outside off stump, Aiden Markram plays an aggressive off drive on the front foot for a single",1
6350,9.1,2,Aiden Markram,Andre Russell ,"Good length ball, pitching outside off stump, Aiden Markram plays an aggressive cover drive on the front foot for 2 runs",2
6352,8.5,1,Abhishek Sharma,Tim Southee ,"Short of good length ball, pitching outside off stump, Abhishek Sharma plays an aggressive cut shot for a single",1
6353,8.4,1,Aiden Markram,Tim Southee ,"Good length ball, pitching outside off stump, Aiden Markram plays an aggressive on drive on the front foot for a single",1
6354,8.3,0,Aiden Markram,Tim Southee ,"Good length ball, pitching on off stump, Aiden Markram plays a defensive forward push, no run",0
6355,8.2,W,Rahul Tripathi,Tim Southee ,"Good length ball, pitching outside off stump, Rahul Tripathi strikes this ball hard aerially towards the bowler and Southee steals this catch during his follow up! WICKET!! Rahul Tripathi c&b Tim Southee (Sunrisers Hyderabad 54 Runs for 2 wickets)",8
6356,8.1,0,Rahul Tripathi,Tim Southee ,"Good length ball, pitching outside off stump, Rahul Tripathi plays a forward defensive shot, no run",0
6357,7.6,1,Rahul Tripathi,Sunil Narine ,"Good length ball, pitching outside off stump, Rahul Tripathi plays a defensive shot on back foot for a single",1
6358,7.5,1,Abhishek Sharma,Sunil Narine ,"Short of good length ball, pitching on off stump, Abhishek Sharma leg glances it for a single",1
6359,7.4,6,Abhishek Sharma, Sunil Narine ,"Good length ball, pitching on off stump, Abhishek Sharma whips this ball again to the stands of long-on!",6
6360,7.3,6,Abhishek Sharma,Sunil Narine ,"Full length ball, pitching on off stump, Abhishek Sharma gets on his knee and dispatches this ball into the long-on stands!",6
6361,7.2,1,Rahul Tripathi,Sunil Narine ,"Short of good length ball, pitching outside off stump, Rahul Tripathi plays an aggressive pull shot on the back foot for a single",1
6362,7.1,2,Rahul Tripathi,Sunil Narine ,"Short of good length ball, pitching outside off stump, Rahul Tripathi plays an aggressive pull shot on the back foot for 2 runs",2
6363,6.6,0,Abhishek Sharma,Varun Chakaravarthy ,"Short of good length ball, pitching on off stump, Abhishek Sharma uncomfortably plays an aggressive cut shot, no run",0
6364,6.5,1,Rahul Tripathi,Varun Chakaravarthy ,"Good length ball, pitching on leg stump, Rahul Tripathi plays an aggressive front foot flick for a single",1
6365,6.4,0,Rahul Tripathi,Varun Chakaravarthy ,"Good length ball, pitching outside off stump, Rahul Tripathi plays a defensive forward push, no run",0
6366,6.3,4,Rahul Tripathi,Varun Chakaravarthy ,"Full toss ball, on off stump, Rahul Tripathi punches this ball straight down the ground and he gets off the mark!",4
6367,6.2,1,Abhishek Sharma,Varun Chakaravarthy ,"Good length ball, pitching on off stump, Abhishek Sharma plays an aggressive off drive on the front foot for a single",1
6368,6.1,0,Abhishek Sharma,Varun Chakaravarthy ,"Short of good length ball, pitching outside leg stump, Abhishek Sharma plays a defensive shot on back foot, no run",0
6370,5.5,0,Rahul Tripathi,Andre Russell ,"Good length ball, pitching on off stump, Rahul Tripathi plays an aggressive on drive on the front foot, straight to the fielder",0
6371,5.4,0,Rahul Tripathi,Andre Russell ,"Good length ball, pitching on off stump, Rahul Tripathi plays an aggressive on drive on the front foot, straight to the fielder and there is a mixup in the middle! Tripathi reaches to his position before the throw comes in!",0
6372,5.3,0,Rahul Tripathi,Andre Russell ,"Good length ball, pitching outside off stump, Rahul Tripathi steps down and plays an aggressive off drive, straight to the fielder",0
6373,5.3,1,Rahul Tripathi,Andre Russell ,"Short length ball, pitching outside off stump, Rahul Tripathi offers no shot, 1 wide(s) gets added to the extras",1
6374,5.1,0,Kane Williamson,Andre Russell ,"Good length ball, pitching outside off stump, Kane Williamson plays a forward defensive shot, no run",0
6375,4.6,1,Kane Williamson,Umesh Yadav ,"Full length ball, pitching on off stump, Kane Williamson drives it straight aggressively using the front foot for a single",1
6376,4.5,0,Kane Williamson,Umesh Yadav ,"Short length ball, pitching outside off stump, Kane Williamson plays an upper cut and is beaten",0
6377,4.4,0,Kane Williamson,Umesh Yadav ,"Full length ball, pitching outside off stump, Kane Williamson plays an aggressive cover drive on the front foot, straight to the fielder",0
6378,4.3,1,Abhishek Sharma,Umesh Yadav ,"Short of good length ball, pitching on off stump, Abhishek Sharma plays a defensive shot on back foot for a single",1
6379,4.2,1,Kane Williamson,Umesh Yadav ,"Good length ball, pitching on off stump, Kane Williamson glides it for a single",1
6380,4.1,0,Kane Williamson,Umesh Yadav ,"Short of good length ball, pitching outside off stump, Kane Williamson plays an aggressive pull shot on the back foot, straight to the fielder",0
6381,3.6,2,Abhishek Sharma,Sunil Narine ,"Short of good length ball, pitching outside off stump, Abhishek Sharma plays an aggressive pull shot on the back foot for 2 runs",2
6383,3.4,2,Abhishek Sharma,Sunil Narine ,"Full length ball, pitching on off stump, Abhishek Sharma plays an aggressive lofted off drive on the front foot for 2 runs",2
6384,3.3,1,Kane Williamson,Sunil Narine ,"Good length ball, pitching outside off stump, Kane Williamson plays an aggressive on drive off the back foot for a single",1
6385,3.2,1,Abhishek Sharma,Sunil Narine ,"Short of good length ball, pitching outside off stump, Abhishek Sharma plays a defensive back foot push for a single",1
6386,2.6,0,Kane Williamson,Umesh Yadav ,"Good length ball, pitching outside off stump, Kane Williamson plays a defensive forward push, no run",0
6387,2.5,4,Kane Williamson,Umesh Yadav ,"Short of good length ball, pitching outside off stump, Kane Williamson heaves this ball past the mid-wicket infield and gets a four!",4
6388,2.4,0,Kane Williamson,Umesh Yadav ,"Full toss ball, on leg stump, Kane Williamson drives it straight aerially towards the bowler and Umesh couldn't hold onto the ball and it is dropped!",0
6389,2.3,1,Abhishek Sharma,Umesh Yadav ,"Short of good length ball, pitching on leg stump, Abhishek Sharma leg glances it for a single",1
6390,2.2,1,Kane Williamson,Umesh Yadav ,"Good length ball, pitching outside off stump, Kane Williamson glides it for a single",1
6391,2.1,0,Kane Williamson,Umesh Yadav ,"Short of good length ball, pitching outside off stump, Kane Williamson glides it and is beaten",0
6392,1.6,0,Abhishek Sharma,Tim Southee ,"Short of good length ball, pitching outside off stump, Abhishek Sharma glides it and is beaten",0
6393,1.5,4,Abhishek Sharma,Tim Southee ,"Short of good length ball, pitching outside off stump, Abhishek Sharma plays a cut and shot and finds the boundary past the fielder!",4
6394,1.4,1,Kane Williamson,Tim Southee ,"Good length ball, pitching outside off stump, Kane Williamson plays a forward defensive shot for a single",1
6395,1.3,1,Abhishek Sharma,Tim Southee ,"Good length ball, pitching outside off stump, Abhishek Sharma lofts this ball towards mid-on and the ball just falls in front of Andre Russell!",1
6396,1.2,0,Abhishek Sharma,Tim Southee ,"Short of good length ball, pitching outside off stump, Abhishek Sharma plays a defensive back foot push, no run",0
6397,1.1,4,Abhishek Sharma, Tim Southee ,"Short of good length ball, pitching on leg stump, Abhishek Sharma stands tall and punches this ball through covers!",4
6398,0.6,0,Kane Williamson,Umesh Yadav ,"Full length ball, pitching on middle stump, Kane Williamson plays an aggressive on drive on the front foot, straight to the fielder",0
6399,0.5,0,Kane Williamson,Umesh Yadav ,"Short of good length ball, pitching outside off stump, Kane Williamson plays a defensive back foot push, no run",0
6400,0.4,0,Kane Williamson,Umesh Yadav ,"Good length ball, pitching on off stump, Kane Williamson plays a forward defensive shot, no run",0
6401,0.3,1,Abhishek Sharma,Umesh Yadav ,"Short of good length ball, pitching on leg stump, Abhishek Sharma glides it for a single",1
6402,0.2,0,Abhishek Sharma,Umesh Yadav ,"Short of good length ball, pitching on leg stump, Abhishek Sharma plays a defensive shot on back foot, no run",0
6403,14.5,6,Tim David,Moeen Ali ,"Good length ball, pitching outside off stump, Tim David drags this ball into the deep mid-wicket stands and completes the match! MI wins the match by 5 wickets!",6
6406,14.2,1,Tim David,Moeen Ali ,"Good length ball, pitching outside off stump, Tim David plays an aggressive on drive off the back foot for a single",1
6407,13.6,1,Tim David,Maheesh Theekshana ,"Good length ball, pitching outside off stump, Tim David plays an aggressive cover drive on the back foot for a single",1
6408,13.5,0,Tim David,Maheesh Theekshana ,"Good length ball, pitching outside off stump, Tim David plays an aggressive cover drive on the back foot and is beaten",0
6409,13.4,1,Tilak Varma,Maheesh Theekshana ,"Good length ball, pitching outside off stump, Tilak Varma plays an aggressive off drive on the back foot for a single",1
6410,13.3,2,Tilak Varma,Maheesh Theekshana ,"Good length ball, pitching outside off stump, Tilak Varma uncomfortably plays an aggressive cut shot for 2 runs",2
6411,13.2,1,Tim David,Maheesh Theekshana ,"Short of good length ball, pitching outside off stump, Tim David plays an aggressive cover drive on the back foot for a single",1
6413,12.6,1,Tilak Varma,Moeen Ali ,"Full length ball, pitching outside off stump, Tilak Varma plays an aggressive off drive on the front foot for a single",1
6414,12.5,1,Tim David,Moeen Ali ,"Full length ball, pitching outside off stump, Tim David plays a defensive forward push for a single",1
6415,12.4,W,Hrithik Shokeen,Moeen Ali ,"Good length ball, pitching outside off stump, Hrithik Shokeen steps down and goes for the slog, the ball turns in and knocks the stumps off! WICKET!! Hrithik Shokeen b Moeen Ali (Mumbai Indians 81 Runs for 5 wickets)",8
6416,12.3,0,Hrithik Shokeen,Moeen Ali ,"Full length ball, pitching outside off stump, Hrithik Shokeen uncomfortably plays a sweep shot, no run",0
6417,12.2,1,Tilak Varma,Moeen Ali ,"Good length ball, pitching outside off stump, Tilak Varma plays a defensive back foot push for a single",1
6418,12.1,0,Tilak Varma,Moeen Ali ,"Full length ball, pitching on leg stump, Tilak Varma uncomfortably plays an aggressive on drive on the front foot, no run",0
6419,11.6,0,Hrithik Shokeen,Maheesh Theekshana ,"Good length ball, pitching outside off stump, Hrithik Shokeen plays a forward defensive shot, no run",0
6421,11.4,2,Tilak Varma,Maheesh Theekshana ,"Full length ball, pitching outside off stump, Tilak Varma plays a defensive forward push for 2 runs",2
6422,11.3,4,Tilak Varma,Maheesh Theekshana ,"Full length ball, pitching outside off stump, Tilak Varma reverses his guard and sweeps it past the point fielder and gets a boundary!",4
6423,11.2,0,Tilak Varma,Maheesh Theekshana ,"Good length ball, pitching outside off stump, Tilak Varma offers no shot",0
6424,11.1,0,Tilak Varma,Maheesh Theekshana ,"Good length ball, pitching on off stump, Tilak Varma glides it, no run",0
6426,10.5,0,Tilak Varma,Dwayne Bravo ,"Good length ball, pitching on off stump, Tilak Varma plays a forward defensive shot, no run",0
